ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,OccupancyRatio,TrafficWeight,VehicleWeight,DemandRaw,NormalizedDemand,DemandPrice,CompetitivePrice,RerouteFlag
1612,BHMBCCTHL01,387,26.14449459,91.73620513,327,car,average,5,0,22-10-2016,13:59:00,2016-10-22 13:59:00,0.8449612403100775,2,3,11.224806201550386,0.38176214112827095,13.054097129026168,13.054097129026168,
1613,BHMBCCTHL01,387,26.14449459,91.73620513,344,bike,average,4,0,22-10-2016,14:39:00,2016-10-22 14:39:00,0.8888888888888888,2,2,8.444444444444445,0.30075800139473435,12.406064011157875,12.406064011157875,
1614,BHMBCCTHL01,387,26.14449459,91.73620513,343,bike,high,5,0,22-10-2016,14:59:00,2016-10-22 14:59:00,0.8863049095607235,3,2,7.431524547803617,0.27124719955872467,12.169977596469796,12.169977596469796,
1615,BHMBCCTHL01,387,26.14449459,91.73620513,340,car,low,3,0,22-10-2016,15:26:00,2016-10-22 15:26:00,0.8785529715762274,1,3,10.392764857881136,0.3575211253344059,12.860169002675248,12.860169002675248,
1616,BHMBCCTHL01,387,26.14449459,91.73620513,332,cycle,low,2,0,22-10-2016,15:59:00,2016-10-22 15:59:00,0.8578811369509044,1,1,6.289405684754522,0.23797226483546893,11.903778118683752,13.403778118683752,
1617,BHMBCCTHL01,387,26.14449459,91.73620513,304,truck,low,2,0,22-10-2016,16:26:00,2016-10-22 16:26:00,0.7855297157622739,1,4,8.92764857881137,0.31483585839303485,12.518686867144279,12.518686867144279,
1618,BHMBCCTHL01,387,26.14449459,91.73620513,67,car,low,2,1,23-10-2016,07:59:00,2016-10-23 07:59:00,0.1731266149870801,1,3,8.8656330749354,0.31302907460715673,12.504232596857253,14.004232596857253,
1619,BHMBCCTHL01,387,26.14449459,91.73620513,73,car,low,2,1,23-10-2016,08:26:00,2016-10-23 08:26:00,0.18863049095607234,1,3,8.94315245478036,0.31528755433950434,12.522300434716037,14.022300434716037,
1620,BHMBCCTHL01,387,26.14449459,91.73620513,89,car,low,2,1,23-10-2016,08:59:00,2016-10-23 08:59:00,0.22997416020671835,1,3,9.149870801033591,0.3213101669590982,12.570481335672785,14.070481335672785,
1621,BHMBCCTHL01,387,26.14449459,91.73620513,101,bike,low,2,1,23-10-2016,09:26:00,2016-10-23 09:26:00,0.26098191214470284,1,2,8.304909560723514,0.2966927378765085,12.373541903012068,13.873541903012068,
1622,BHMBCCTHL01,387,26.14449459,91.73620513,126,cycle,low,3,1,23-10-2016,09:59:00,2016-10-23 09:59:00,0.32558139534883723,1,1,9.627906976744185,0.33523745864190885,12.68189966913527,14.18189966913527,
1623,BHMBCCTHL01,387,26.14449459,91.73620513,156,car,low,4,1,23-10-2016,10:26:00,2016-10-23 10:26:00,0.40310077519379844,1,3,14.015503875968992,0.4630674114927873,13.7045392919423,13.7045392919423,
1624,BHMBCCTHL01,387,26.14449459,91.73620513,227,bike,average,6,1,23-10-2016,10:59:00,2016-10-23 10:59:00,0.58656330749354,2,2,14.9328165374677,0.4897927549922348,13.91834203993788,13.91834203993788,
1625,BHMBCCTHL01,387,26.14449459,91.73620513,272,car,high,10,1,23-10-2016,11:26:00,2016-10-23 11:26:00,0.7028423772609819,3,3,21.51421188630491,0.6815376842685524,15.45230147414842,15.45230147414842,
1626,BHMBCCTHL01,387,26.14449459,91.73620513,313,truck,average,7,1,23-10-2016,11:59:00,2016-10-23 11:59:00,0.8087855297157622,2,4,20.043927648578812,0.6387018520116915,15.109614816093533,15.109614816093533,
1627,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,11,1,23-10-2016,12:26:00,2016-10-23 12:26:00,0.8914728682170543,3,3,24.45736434108527,0.7672846314400192,16.138277051520156,16.138277051520156,
1628,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,10,1,23-10-2016,13:06:00,2016-10-23 13:06:00,0.8914728682170543,3,3,22.45736434108527,0.7090158543454491,15.672126834763594,15.672126834763594,
1629,BHMBCCTHL01,387,26.14449459,91.73620513,345,truck,high,10,1,23-10-2016,13:26:00,2016-10-23 13:26:00,0.8914728682170543,3,4,23.45736434108527,0.7381502428927341,15.905201943141874,15.905201943141874,
1630,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,7,1,23-10-2016,13:59:00,2016-10-23 13:59:00,0.8914728682170543,2,3,19.45736434108527,0.6216126887035941,14.972901509628754,14.972901509628754,
1631,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,5,1,23-10-2016,14:26:00,2016-10-23 14:26:00,0.8914728682170543,2,3,15.45736434108527,0.5050751345144541,14.040601076115633,14.040601076115633,
1632,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,5,1,23-10-2016,14:59:00,2016-10-23 14:59:00,0.8914728682170543,2,3,15.45736434108527,0.5050751345144541,14.040601076115633,14.040601076115633,
1633,BHMBCCTHL01,387,26.14449459,91.73620513,341,bike,low,4,1,23-10-2016,15:26:00,2016-10-23 15:26:00,0.8811369509043928,1,2,15.405684754521964,0.5035694813595556,14.028555850876446,14.028555850876446,
1634,BHMBCCTHL01,387,26.14449459,91.73620513,320,car,average,4,1,23-10-2016,15:59:00,2016-10-23 15:59:00,0.8268733850129198,2,3,13.1343669250646,0.43739602520176873,13.49916820161415,13.49916820161415,
1635,BHMBCCTHL01,387,26.14449459,91.73620513,292,car,low,3,1,23-10-2016,16:26:00,2016-10-23 16:26:00,0.7545219638242894,1,3,13.772609819121447,0.4559908416647646,13.647926733318116,13.647926733318116,
1636,BHMBCCTHL01,387,26.14449459,91.73620513,52,car,low,1,0,24-10-2016,07:56:00,2016-10-24 07:56:00,0.1343669250645995,1,3,2.6718346253229974,0.1325765439925774,11.06061235194062,12.56061235194062,
1637,BHMBCCTHL01,387,26.14449459,91.73620513,77,car,average,2,0,24-10-2016,08:29:00,2016-10-24 08:29:00,0.19896640826873385,2,3,1.9948320413436695,0.11285248766340769,10.90281990130726,12.40281990130726,
1638,BHMBCCTHL01,387,26.14449459,91.73620513,116,bike,low,3,0,24-10-2016,09:03:00,2016-10-24 09:03:00,0.2997416020671835,1,2,6.498708010335918,0.2440701601128077,11.952561280902462,11.952561280902462,
1639,BHMBCCTHL01,387,26.14449459,91.73620513,130,car,low,2,0,24-10-2016,09:30:00,2016-10-24 09:30:00,0.3359173126614987,1,3,5.679586563307494,0.22020555760766722,11.761644460861337,13.261644460861337,
1640,BHMBCCTHL01,387,26.14449459,91.73620513,145,car,low,2,0,24-10-2016,09:55:00,2016-10-24 09:55:00,0.37467700258397935,1,3,5.873385012919897,0.22585175693853643,11.806814055508292,11.806814055508292,
1641,BHMBCCTHL01,387,26.14449459,91.73620513,173,bike,average,4,0,24-10-2016,10:30:00,2016-10-24 10:30:00,0.4470284237726098,2,2,6.235142118863049,0.23639132902282556,11.891130632182605,13.391130632182605,
1642,BHMBCCTHL01,387,26.14449459,91.73620513,196,car,average,4,0,24-10-2016,11:03:00,2016-10-24 11:03:00,0.5064599483204134,2,3,7.532299741602067,0.27418322321077665,12.193465785686213,13.693465785686213,
1643,BHMBCCTHL01,387,26.14449459,91.73620513,219,car,average,5,0,24-10-2016,11:29:00,2016-10-24 11:29:00,0.5658914728682171,2,3,9.829457364341085,0.3411095059460128,12.728876047568104,14.228876047568104,
1644,BHMBCCTHL01,387,26.14449459,91.73620513,242,car,high,7,0,24-10-2016,12:02:00,2016-10-24 12:02:00,0.6253229974160207,3,3,11.126614987080103,0.3789014001339639,13.031211201071711,14.531211201071711,
1645,BHMBCCTHL01,387,26.14449459,91.73620513,272,car,high,8,0,24-10-2016,12:30:00,2016-10-24 12:30:00,0.7028423772609819,3,3,13.51421188630491,0.44846257589027233,13.58770060712218,15.08770060712218,
1646,BHMBCCTHL01,387,26.14449459,91.73620513,299,car,average,5,0,24-10-2016,12:56:00,2016-10-24 12:56:00,0.772609819121447,2,3,10.863049095607234,0.3712225690439818,12.969780552351855,14.469780552351855,
1647,BHMBCCTHL01,387,26.14449459,91.73620513,301,car,high,7,0,24-10-2016,13:30:00,2016-10-24 13:30:00,0.7777777777777778,3,3,11.88888888888889,0.40110978416871607,13.208878273349729,13.208878273349729,
1648,BHMBCCTHL01,387,26.14449459,91.73620513,310,cycle,high,7,0,24-10-2016,13:56:00,2016-10-24 13:56:00,0.8010335917312662,3,1,10.00516795865633,0.3462287266726675,12.769829813381342,14.269829813381342,
1649,BHMBCCTHL01,387,26.14449459,91.73620513,297,bike,average,5,0,24-10-2016,14:30:00,2016-10-24 14:30:00,0.7674418604651163,2,2,9.837209302325581,0.3413353539192476,12.730682831353981,12.730682831353981,
1650,BHMBCCTHL01,387,26.14449459,91.73620513,299,bike,average,4,0,24-10-2016,14:56:00,2016-10-24 14:56:00,0.772609819121447,2,2,7.863049095607234,0.28381940340212675,12.270555227217015,13.770555227217015,
1651,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,low,2,0,24-10-2016,15:32:00,2016-10-24 15:32:00,0.7131782945736435,1,3,7.565891472868217,0.27516189776146066,12.201295182091684,13.701295182091684,
1652,BHMBCCTHL01,387,26.14449459,91.73620513,263,car,average,2,0,24-10-2016,16:00:00,2016-10-24 16:00:00,0.6795865633074936,2,3,4.397932816537468,0.18286535936618564,11.462922874929484,12.962922874929484,
1653,BHMBCCTHL01,387,26.14449459,91.73620513,229,car,low,2,0,24-10-2016,16:33:00,2016-10-24 16:33:00,0.5917312661498708,1,3,6.9586563307493545,0.25747047319140387,12.059763785531231,12.059763785531231,
1654,BHMBCCTHL01,387,26.14449459,91.73620513,118,truck,low,2,0,25-10-2016,08:00:00,2016-10-25 08:00:00,0.3049095607235142,1,4,6.524547803617571,0.2448229866902569,11.958583893522054,11.958583893522054,
1655,BHMBCCTHL01,387,26.14449459,91.73620513,133,car,low,1,0,25-10-2016,08:26:00,2016-10-25 08:26:00,0.34366925064599485,1,3,3.7183462532299743,0.163066020379271,11.304528163034169,12.804528163034169,
1656,BHMBCCTHL01,387,26.14449459,91.73620513,165,car,low,2,0,25-10-2016,09:00:00,2016-10-25 09:00:00,0.4263565891472868,1,3,6.131782945736434,0.23338002271302868,11.86704018170423,13.36704018170423,
1657,BHMBCCTHL01,387,26.14449459,91.73620513,187,car,low,2,0,25-10-2016,09:19:00,2016-10-25 09:19:00,0.48320413436692505,1,3,6.416020671834625,0.24166111506497012,11.933288920519761,13.433288920519761,
1658,BHMBCCTHL01,387,26.14449459,91.73620513,218,car,average,2,0,25-10-2016,09:56:00,2016-10-25 09:56:00,0.5633074935400517,2,3,3.8165374677002584,0.16592676137357806,11.327414090988626,12.827414090988626,
1659,BHMBCCTHL01,387,26.14449459,91.73620513,235,car,low,3,0,25-10-2016,10:29:00,2016-10-25 10:29:00,0.6072351421188631,1,3,9.036175710594316,0.3179977300183216,12.543981840146575,12.543981840146575,
1660,BHMBCCTHL01,387,26.14449459,91.73620513,263,bike,average,4,0,25-10-2016,10:56:00,2016-10-25 10:56:00,0.6795865633074936,2,2,7.397932816537468,0.2702685250080407,12.162148200064326,13.662148200064326,
1661,BHMBCCTHL01,387,26.14449459,91.73620513,297,cycle,average,5,0,25-10-2016,11:29:00,2016-10-25 11:29:00,0.7674418604651163,2,1,8.837209302325581,0.31220096537196257,12.497607722975701,13.997607722975701,
1662,BHMBCCTHL01,387,26.14449459,91.73620513,337,car,average,5,0,25-10-2016,12:02:00,2016-10-25 12:02:00,0.8708010335917312,2,3,11.354005167958656,0.3855262740155171,13.084210192124138,14.584210192124138,
1663,BHMBCCTHL01,387,26.14449459,91.73620513,344,truck,high,8,0,25-10-2016,12:29:00,2016-10-25 12:29:00,0.8888888888888888,3,4,15.444444444444443,0.5046987212257295,14.037589769805836,14.037589769805836,
1664,BHMBCCTHL01,387,26.14449459,91.73620513,343,bike,high,7,0,25-10-2016,13:03:00,2016-10-25 13:03:00,0.8863049095607235,3,2,11.431524547803619,0.3877847537478648,13.10227802998292,14.60227802998292,
1665,BHMBCCTHL01,387,26.14449459,91.73620513,343,car,high,7,0,25-10-2016,13:29:00,2016-10-25 13:29:00,0.8863049095607235,3,3,12.431524547803619,0.41691914229514987,13.3353531383612,14.8353531383612,
1666,BHMBCCTHL01,387,26.14449459,91.73620513,337,car,average,5,0,25-10-2016,13:56:00,2016-10-25 13:56:00,0.8708010335917312,2,3,11.354005167958656,0.3855262740155171,13.084210192124138,14.584210192124138,
1667,BHMBCCTHL01,387,26.14449459,91.73620513,346,truck,average,4,0,25-10-2016,14:29:00,2016-10-25 14:29:00,0.8940568475452196,2,4,10.470284237726098,0.3597796050667536,12.87823684053403,12.87823684053403,
1668,BHMBCCTHL01,387,26.14449459,91.73620513,335,truck,low,3,0,25-10-2016,15:02:00,2016-10-25 15:02:00,0.8656330749354005,1,4,11.328165374677003,0.3847734474380679,13.078187579504544,13.078187579504544,
1669,BHMBCCTHL01,387,26.14449459,91.73620513,309,car,average,3,0,25-10-2016,15:29:00,2016-10-25 15:29:00,0.7984496124031008,2,3,6.992248062015504,0.2584491477420879,12.067593181936704,13.567593181936704,
1670,BHMBCCTHL01,387,26.14449459,91.73620513,290,car,low,2,0,25-10-2016,15:56:00,2016-10-25 15:56:00,0.7493540051679587,1,3,7.746770025839794,0.2804316838036053,12.243453470428843,12.243453470428843,
1671,BHMBCCTHL01,387,26.14449459,91.73620513,262,cycle,average,2,0,25-10-2016,16:29:00,2016-10-25 16:29:00,0.6770025839793282,2,1,2.385012919896641,0.12422016898289101,10.993761351863128,12.493761351863128,
1672,BHMBCCTHL01,387,26.14449459,91.73620513,121,car,low,1,0,26-10-2016,07:59:00,2016-10-26 07:59:00,0.31266149870801035,1,3,3.5633074935400515,0.15854906091457566,11.268392487316605,12.768392487316605,
1673,BHMBCCTHL01,387,26.14449459,91.73620513,151,car,low,1,0,26-10-2016,08:32:00,2016-10-26 08:32:00,0.39018087855297157,1,3,3.950904392764858,0.16984145957631405,11.358731676610512,12.858731676610512,
1674,BHMBCCTHL01,387,26.14449459,91.73620513,182,bike,low,2,0,26-10-2016,08:59:00,2016-10-26 08:59:00,0.4702842377260982,1,2,5.351421188630491,0.21064466007406207,11.685157280592497,13.185157280592497,
1675,BHMBCCTHL01,387,26.14449459,91.73620513,216,truck,average,3,0,26-10-2016,09:26:00,2016-10-26 09:26:00,0.5581395348837209,2,4,6.790697674418604,0.25257710043798387,12.020616803503872,13.520616803503872,
1676,BHMBCCTHL01,387,26.14449459,91.73620513,256,car,low,3,0,26-10-2016,09:59:00,2016-10-26 09:59:00,0.661498708010336,1,3,9.30749354005168,0.3259024090815385,12.607219272652308,12.607219272652308,
1677,BHMBCCTHL01,387,26.14449459,91.73620513,283,car,low,3,0,26-10-2016,10:26:00,2016-10-26 10:26:00,0.7312661498708011,1,3,9.656330749354005,0.336065567877103,12.688524543016824,12.688524543016824,
1678,BHMBCCTHL01,387,26.14449459,91.73620513,312,truck,average,4,0,26-10-2016,10:59:00,2016-10-26 10:59:00,0.8062015503875969,2,4,10.031007751937985,0.34698155325011676,12.775852426000935,12.775852426000935,
1679,BHMBCCTHL01,387,26.14449459,91.73620513,338,cycle,high,7,0,26-10-2016,11:26:00,2016-10-26 11:26:00,0.8733850129198967,3,1,10.366925064599485,0.35676829875695676,12.854146390055654,14.354146390055654,
1680,BHMBCCTHL01,387,26.14449459,91.73620513,341,car,average,5,0,26-10-2016,11:59:00,2016-10-26 11:59:00,0.8811369509043928,2,3,11.405684754521964,0.38703192717041557,13.096255417363325,13.096255417363325,
1681,BHMBCCTHL01,387,26.14449459,91.73620513,344,bike,high,8,0,26-10-2016,12:26:00,2016-10-26 12:26:00,0.8888888888888888,3,2,13.444444444444443,0.4464299441311594,13.571439553049276,13.571439553049276,
1682,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,high,7,0,26-10-2016,12:59:00,2016-10-26 12:59:00,0.8914728682170543,3,2,11.45736434108527,0.388537580325314,13.108300642602513,14.608300642602513,
1683,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,7,0,26-10-2016,13:26:00,2016-10-26 13:26:00,0.8914728682170543,3,3,12.45736434108527,0.417671968872599,13.341375750980793,14.841375750980793,
1684,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,average,5,0,26-10-2016,13:59:00,2016-10-26 13:59:00,0.8914728682170543,2,2,10.45736434108527,0.359403191778029,12.875225534224233,14.375225534224233,
1685,BHMBCCTHL01,387,26.14449459,91.73620513,345,cycle,average,4,0,26-10-2016,14:26:00,2016-10-26 14:26:00,0.8914728682170543,2,1,7.45736434108527,0.2720000261361739,12.176000209089391,13.676000209089391,
1686,BHMBCCTHL01,387,26.14449459,91.73620513,344,truck,average,4,0,26-10-2016,14:59:00,2016-10-26 14:59:00,0.8888888888888888,2,4,10.444444444444445,0.35902677848930437,12.872214227914435,12.872214227914435,
1687,BHMBCCTHL01,387,26.14449459,91.73620513,328,car,low,2,0,26-10-2016,15:26:00,2016-10-26 15:26:00,0.8475452196382429,1,3,8.237726098191214,0.2947353887751405,12.357883110201124,12.357883110201124,
1688,BHMBCCTHL01,387,26.14449459,91.73620513,312,car,low,2,0,26-10-2016,15:59:00,2016-10-26 15:59:00,0.8062015503875969,1,3,8.031007751937985,0.2887127761555467,12.309702209244373,12.309702209244373,
1689,BHMBCCTHL01,387,26.14449459,91.73620513,283,car,low,2,0,26-10-2016,16:32:00,2016-10-26 16:32:00,0.7312661498708011,1,3,7.656330749354005,0.27779679078253294,12.222374326260264,12.222374326260264,
1690,BHMBCCTHL01,387,26.14449459,91.73620513,73,car,low,1,0,27-10-2016,07:59:00,2016-10-27 07:59:00,0.18863049095607234,1,3,2.943152454780362,0.14048122305579425,11.123849784446353,12.623849784446353,
1691,BHMBCCTHL01,387,26.14449459,91.73620513,106,bike,low,1,0,27-10-2016,08:32:00,2016-10-27 08:32:00,0.2739018087855297,1,2,2.3695090439276485,0.12376847303642144,10.99014778429137,12.49014778429137,
1692,BHMBCCTHL01,387,26.14449459,91.73620513,143,car,low,2,0,27-10-2016,08:59:00,2016-10-27 08:59:00,0.3695090439276486,1,3,5.847545219638243,0.2250989303610872,11.800791442888698,11.800791442888698,
1693,BHMBCCTHL01,387,26.14449459,91.73620513,175,car,low,2,0,27-10-2016,09:32:00,2016-10-27 09:32:00,0.45219638242894056,1,3,6.260981912144703,0.2371441556002748,11.8971532448022,13.3971532448022,
1694,BHMBCCTHL01,387,26.14449459,91.73620513,202,car,low,2,0,27-10-2016,09:59:00,2016-10-27 09:59:00,0.5219638242894057,1,3,6.609819121447028,0.24730731439583933,11.978458515166714,13.478458515166714,
1695,BHMBCCTHL01,387,26.14449459,91.73620513,215,car,average,4,0,27-10-2016,10:25:00,2016-10-27 10:25:00,0.5555555555555556,2,3,7.777777777777779,0.2813350756965443,12.250680605572356,13.750680605572356,
1696,BHMBCCTHL01,387,26.14449459,91.73620513,246,car,average,3,0,27-10-2016,10:59:00,2016-10-27 10:59:00,0.6356589147286822,2,3,6.178294573643411,0.2347351105524373,11.877880884419499,13.377880884419499,
1697,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,average,5,0,27-10-2016,11:32:00,2016-10-27 11:32:00,0.7131782945736435,2,3,10.565891472868216,0.36256506340331573,12.900520507226524,14.400520507226524,
1698,BHMBCCTHL01,387,26.14449459,91.73620513,296,car,average,5,0,27-10-2016,11:59:00,2016-10-27 11:59:00,0.7648578811369509,2,3,10.824289405684755,0.370093329177808,12.960746633422463,12.960746633422463,
1699,BHMBCCTHL01,387,26.14449459,91.73620513,320,bike,high,8,0,27-10-2016,12:26:00,2016-10-27 12:26:00,0.8268733850129198,3,2,13.134366925064597,0.4373960252017687,13.499168201614149,14.999168201614149,
1700,BHMBCCTHL01,387,26.14449459,91.73620513,341,bike,average,6,0,27-10-2016,12:59:00,2016-10-27 12:59:00,0.8811369509043928,2,2,12.405684754521964,0.4161663157177006,13.329330525741605,14.829330525741605,
1701,BHMBCCTHL01,387,26.14449459,91.73620513,345,truck,high,7,0,27-10-2016,13:32:00,2016-10-27 13:32:00,0.8914728682170543,3,4,13.45736434108527,0.446806357419884,13.574450859359073,13.574450859359073,
1702,BHMBCCTHL01,387,26.14449459,91.73620513,345,truck,average,5,0,27-10-2016,13:59:00,2016-10-27 13:59:00,0.8914728682170543,2,4,12.45736434108527,0.417671968872599,13.341375750980793,13.341375750980793,
1703,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,average,4,0,27-10-2016,14:26:00,2016-10-27 14:26:00,0.8914728682170543,2,2,8.45736434108527,0.3011344146834589,12.409075317467671,13.909075317467671,
1704,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,average,4,0,27-10-2016,14:59:00,2016-10-27 14:59:00,0.8914728682170543,2,2,8.45736434108527,0.3011344146834589,12.409075317467671,13.909075317467671,
1705,BHMBCCTHL01,387,26.14449459,91.73620513,327,cycle,low,2,0,27-10-2016,15:26:00,2016-10-27 15:26:00,0.8449612403100775,1,1,6.224806201550386,0.23609019839184583,11.888721587134768,13.388721587134768,
1706,BHMBCCTHL01,387,26.14449459,91.73620513,297,cycle,low,2,0,27-10-2016,15:59:00,2016-10-27 15:59:00,0.7674418604651163,1,1,5.837209302325581,0.2247977997301075,11.79838239784086,13.29838239784086,
1707,BHMBCCTHL01,387,26.14449459,91.73620513,273,car,low,2,0,27-10-2016,16:26:00,2016-10-27 16:26:00,0.7054263565891473,1,3,7.5271317829457365,0.2740326578952868,12.192261263162294,12.192261263162294,
1708,BHMBCCTHL01,387,26.14449459,91.73620513,85,bike,low,1,0,28-10-2016,08:16:00,2016-10-28 08:16:00,0.21963824289405684,1,2,2.098191214470284,0.11586379397320459,10.926910351785637,12.426910351785637,
1709,BHMBCCTHL01,387,26.14449459,91.73620513,85,car,low,1,0,28-10-2016,08:16:00,2016-10-28 08:16:00,0.21963824289405684,1,3,3.098191214470284,0.1449981825204896,11.159985460163917,12.659985460163917,
1710,BHMBCCTHL01,387,26.14449459,91.73620513,112,car,low,2,0,28-10-2016,08:56:00,2016-10-28 08:56:00,0.28940568475452194,1,3,5.447028423772609,0.21343011841062418,11.707440947284994,11.707440947284994,
1711,BHMBCCTHL01,387,26.14449459,91.73620513,152,cycle,average,2,0,28-10-2016,09:29:00,2016-10-28 09:29:00,0.39276485788113696,2,1,0.963824289405685,0.0828147072231836,10.662517657785468,12.162517657785468,
1712,BHMBCCTHL01,387,26.14449459,91.73620513,170,car,low,2,0,28-10-2016,10:02:00,2016-10-28 10:02:00,0.4392764857881137,1,3,6.196382428940568,0.23526208915665173,11.882096713253214,13.382096713253214,
1713,BHMBCCTHL01,387,26.14449459,91.73620513,189,car,low,3,0,28-10-2016,10:29:00,2016-10-28 10:29:00,0.4883720930232558,1,3,8.441860465116278,0.3006827187369894,12.405461749895913,13.905461749895913,
1714,BHMBCCTHL01,387,26.14449459,91.73620513,232,truck,average,3,0,28-10-2016,10:56:00,2016-10-28 10:56:00,0.599483204134367,2,4,6.997416020671835,0.25859971305757773,12.068797704460623,13.568797704460623,
1715,BHMBCCTHL01,387,26.14449459,91.73620513,262,bike,average,5,0,28-10-2016,11:29:00,2016-10-28 11:29:00,0.6770025839793282,2,2,9.385012919896642,0.32816088881388616,12.62528711051109,14.12528711051109,
1716,BHMBCCTHL01,387,26.14449459,91.73620513,281,cycle,high,8,0,28-10-2016,12:02:00,2016-10-28 12:02:00,0.7260981912144703,3,1,11.63049095607235,0.3935815183942238,13.14865214715379,14.64865214715379,
1717,BHMBCCTHL01,387,26.14449459,91.73620513,289,truck,high,8,0,28-10-2016,12:29:00,2016-10-28 12:29:00,0.7467700258397932,3,4,14.733850129198967,0.48399599034587576,13.871967922767006,13.871967922767006,
1718,BHMBCCTHL01,387,26.14449459,91.73620513,320,bike,high,7,0,28-10-2016,13:02:00,2016-10-28 13:02:00,0.8268733850129198,3,2,11.134366925064597,0.3791272481071986,13.033017984857588,14.533017984857588,
1719,BHMBCCTHL01,387,26.14449459,91.73620513,325,car,high,7,0,28-10-2016,13:29:00,2016-10-28 13:29:00,0.8397932816537468,3,3,12.198966408268735,0.4101437030981068,13.281149624784856,14.781149624784856,
1720,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,high,6,0,28-10-2016,14:02:00,2016-10-28 14:02:00,0.8578811369509044,3,3,10.28940568475452,0.354509819024609,12.836078552196872,12.836078552196872,
1721,BHMBCCTHL01,387,26.14449459,91.73620513,335,bike,average,4,0,28-10-2016,14:29:00,2016-10-28 14:29:00,0.8656330749354005,2,2,8.328165374677003,0.29737028179621283,12.378962254369704,13.878962254369704,
1722,BHMBCCTHL01,387,26.14449459,91.73620513,337,car,low,3,0,28-10-2016,15:02:00,2016-10-28 15:02:00,0.8708010335917312,1,3,10.354005167958656,0.3563918854682321,12.851135083745858,12.851135083745858,
1723,BHMBCCTHL01,387,26.14449459,91.73620513,318,cycle,low,2,0,28-10-2016,15:29:00,2016-10-28 15:29:00,0.8217054263565892,1,1,6.108527131782946,0.23270247879332437,11.861619830346594,13.361619830346594,
1724,BHMBCCTHL01,387,26.14449459,91.73620513,301,truck,average,2,0,28-10-2016,16:02:00,2016-10-28 16:02:00,0.7777777777777778,2,4,5.888888888888889,0.22630345288500597,11.810427623080049,13.310427623080049,
1725,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,low,2,0,28-10-2016,16:29:00,2016-10-28 16:29:00,0.7131782945736435,1,3,7.565891472868217,0.27516189776146066,12.201295182091684,12.201295182091684,
1726,BHMBCCTHL01,387,26.14449459,91.73620513,79,car,low,1,0,29-10-2016,07:59:00,2016-10-29 07:59:00,0.2041343669250646,1,3,3.0206718346253227,0.14273970278814194,11.141917622305135,12.641917622305135,
1727,BHMBCCTHL01,387,26.14449459,91.73620513,77,bike,low,2,0,29-10-2016,08:26:00,2016-10-29 08:26:00,0.19896640826873385,1,2,3.9948320413436695,0.17112126475797773,11.368970118063821,11.368970118063821,
1728,BHMBCCTHL01,387,26.14449459,91.73620513,95,car,average,2,0,29-10-2016,08:59:00,2016-10-29 08:59:00,0.2454780361757106,2,3,2.227390180878553,0.1196279268604507,10.957023414883606,12.457023414883606,
1729,BHMBCCTHL01,387,26.14449459,91.73620513,120,truck,low,2,0,29-10-2016,09:26:00,2016-10-29 09:26:00,0.31007751937984496,1,4,6.550387596899225,0.2455758132677061,11.96460650614165,11.96460650614165,
1730,BHMBCCTHL01,387,26.14449459,91.73620513,165,bike,low,2,0,29-10-2016,09:59:00,2016-10-29 09:59:00,0.4263565891472868,1,2,5.131782945736434,0.20424563416574365,11.63396507332595,11.63396507332595,
1731,BHMBCCTHL01,387,26.14449459,91.73620513,214,truck,average,3,0,29-10-2016,10:26:00,2016-10-29 10:26:00,0.5529715762273901,2,4,6.764857881136951,0.2518242738605347,12.014594190884278,13.514594190884278,
1732,BHMBCCTHL01,387,26.14449459,91.73620513,277,bike,average,4,0,29-10-2016,10:59:00,2016-10-29 10:59:00,0.7157622739018088,2,2,7.578811369509044,0.2755383110501853,12.204306488401482,12.204306488401482,
1733,BHMBCCTHL01,387,26.14449459,91.73620513,309,car,average,5,0,29-10-2016,11:25:00,2016-10-29 11:25:00,0.7984496124031008,2,3,10.992248062015504,0.37498670193122796,12.999893615449825,12.999893615449825,
1734,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,high,8,0,29-10-2016,12:06:00,2016-10-29 12:06:00,0.8914728682170543,3,2,13.45736434108527,0.446806357419884,13.574450859359073,13.574450859359073,
1735,BHMBCCTHL01,387,26.14449459,91.73620513,345,truck,high,7,0,29-10-2016,12:26:00,2016-10-29 12:26:00,0.8914728682170543,3,4,13.45736434108527,0.446806357419884,13.574450859359073,13.574450859359073,
